ra,dec,mag
1.5030052079200213,-0.3917981776454297,3.59
1.5138798308904224,-0.2586918290659735,3.55
1.515315538733113,-0.8912788068157795,3.85
1.51737380551999,-0.1687664446173063,2.07
1.531350751235811,-0.6242747599207205,3.12
1.5329288779454642,-0.36440884786693034,3.76
1.533664272425792,0.6832698731511497,3.97
1.5497290682593112,0.12927763725264874,0.45
1.5551098310767473,-0.24727301243480063,3.71
1.567073015901617,-0.7472650754358624,3.96
1.5687309914245493,0.947445980512495,3.72
1.5687409398012857,0.7844806961695524,1.9
1.5695792214410185,0.6494821314282541,2.65
1.6356157608188637,-0.10951550102511971,3.99
1.6357123647929614,0.39281774663456726,3.31
1.659429294932462,-0.5247047383854101,3.02
1.6672861563597021,-0.583575270013832,3.85
1.6698426273815612,-0.3133898893181152,1.98
1.6709798839221603,0.3929362021309001,2.87
1.675305333407378,-0.9197127685114751,-0.62
1.6965377873566645,-0.12275008839689744,3.76
1.7308602106959086,-0.3360784889156332,3.95
1.7353445724095204,0.28622094226426514,1.93
1.7355605569044548,-0.7539112717741643,3.17
1.7624863621402094,0.4386208585269674,3.06
1.7677953919253884,-0.2917512623453044,-1.44
1.7684087878910018,0.22507052194054808,3.35
1.7810720242788467,-1.081081216215183,3.24
1.7882686276500575,-0.5673799759121412,3.5
1.7886830560809432,-0.8833907214482211,2.94
1.801131616970793,0.5927357004060942,3.6
1.8069940906617794,-0.42209410894703037,3.89
1.826599723215282,-0.5056582569643688,1.5
1.8400967906532675,-0.4875547594848876,3.49
1.8457927599336132,-0.41596939953593187,3.02
1.8692101915734716,-0.4606482401373674,1.83
1.8707629237425083,-1.2304384825395909,3.78
1.9060325372668099,-1.1860760526782494,3.97
1.9073946794815286,-0.6474729956598209,2.71
1.9115413199848794,0.2886841428908972,3.58
1.920398778672288,0.3836638612269999,3.5
1.9377301599439796,-0.5114356458543204,2.45
1.9448497942951772,0.4851680217327853,3.78
1.9510630791658146,0.14467583948495377,2.89
1.960138878542648,-0.7557525592284332,3.25
1.983558142778221,0.5565554089846874,1.58
2.002028613186226,-0.46781519036458685,3.8
2.0040829529822863,0.09119333124365608,0.4
2.012570750934122,-0.1666986832392985,3.94
2.0150709350876044,-1.26721546712567,3.93
2.0237433016078388,-0.5053570480420596,3.94
2.0265348684799416,0.42582530872852886,3.57
2.0300576410421667,-0.6626768031200387,3.62
2.0303267708128243,0.48914944936914223,1.16
2.0476824994275806,-0.43388511704119104,3.34
2.0604365802029925,-0.7081810622846199,3.71
2.0803398786604226,-0.9247166274769428,3.46
2.1100342124221534,-0.6981866437625847,2.21
2.1273129720168975,-0.4241904762714783,2.83
2.135988741929173,-0.8261793172600376,1.75
2.1664569546812382,0.16031800384010253,3.53
2.192631657473397,-1.0386364145095928,1.86
2.2063604173695843,-0.06817996077892696,3.91
2.2066942115890282,-1.1543064875293125,3.77
2.2264548293801085,1.0597319648323529,3.35
2.2693747446146766,-0.6162469958531249,3.97
2.270207528467265,-0.9236611745183843,3.6
2.2716602532701633,-0.8141741747199497,3.77
2.284602567805402,-0.5792116850844584,3.68
2.2893701964566118,0.3168524654744393,3.94
2.289451092467442,-0.9548490563342167,1.93
2.2952276959592304,-0.8035762387958673,3.87
2.298490501729371,0.1120293511066447,3.38
2.3345847833252398,-1.0584481006345858,3.84
2.3360961511910046,0.10376965023475161,3.11
2.3527460686562542,0.8384880423702173,3.12
2.358991816650979,0.7292493680177564,3.96
2.372014241798884,0.8230366250490191,3.57
2.3743235741986606,-0.8220105808883567,3.75
2.391083971005562,-0.7580416807154715,2.23
2.4040524654795807,-1.0291664848810742,3.43
2.405408848107768,-1.0876364285395783,3.96
2.4138010892830573,-1.216794824897731,1.67
2.4188705726284,0.04039180581305437,3.89
2.430764904214279,-1.034547910923626,2.21
2.438417562119036,0.6423264909345875,3.82
